Projeto_ID,Projeto,Plataforma,Arquitetura,Dominio,Sprint_ID,US_ID,Tarefa_ID,Descritivo_da_US,Modulo,Operacao,Tarefa_mapeada,Tarefa_original,Tags,Camada,Linguagem,Framework,API,Persistencia,Outras_Tags,Esforco_estimado_em_horas,Esforco_em_horas,NFR_Tipo,NFR_Atributo,NFR_Sentença,Responsavel
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA01,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Recuperação_de_dados,Criar tela listagem,TA02-US01: Listar categorias no front end.,"angularJS,  bootstrap, json, html, javascript",Front-end,JavaScript,Angular,,,Bootstrap,1,,Security,access_control,The system must provide the capability for users see just the information they have permission to access.,Antonio Pedro
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA02,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Recuperação_de_dados,Fazer chamada para tela de listagem,TA04-US01: Listar domínio no front end.,"javascrip, angularJS, json,  bootstrap, html",Front-end,JavaScript,Angular,,,"HTML/CSS,Bootstrap",1,,Reliability,availability,The system must notify users and customers when the function they are accessing is unavailable.,Tulio Henrique
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA03,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,TA05-US01: Implementar UI para inserçao de tags de projeto,"angularJS,  bootstrap, html",Front-end,JavaScript,Angular,,,Bootstrap,2,,Reliability,integrity,"For entities that are bound by effective and end dates, the system shall verify that there is no other conflicting or overlapping record as defined by business rules.",Vinicius Jose
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA04,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Modificar_inserção_de_dados,Modificar entidade no banco de dados,TA06-US01: Alterar modelo/entidade de projeto (back-end),"java, spring-jpa",Back-end,Java,Springboot,,,,1,,Reliability,fault_tolerance,"If the server goes offline during data insertion, the system must display a loading for a maximum of 1 minute. If the backend comes back in the meantime, the data insertion operation must be performed automatically. Otherwise, if the server remains unresponsive after 1 minute, the system must notify the server problem for users.",Wendley Paulo
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA05,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,TA07-US01: Criar botão de adicionar categoria e domínio no projeto,html,Front-end,HTML/CSS,Bootstrap,,,,0.5,,Reliability,recoverability,The system must be able to perform incremental and full system backups.,Hadrizia Virginia
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA06,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Modificar_inserção_de_dados,Persistir dados banco de dados,"TA08-US01: Salvar categoria,domino e tags no projeto (back-end)","java, javax",Back-end,Java,Springboot,JPA,MySQL,,3,,Reliability,recoverability,The system must allow for redundant data stores and application servers to support business continuity.,Antonio Pedro
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US01,TA07,"US01: como usuário, quero poder criar um novo projeto, para iniciar as atividades.",Cadastro,Modificar_inserção_de_dados,Modificar entidade no banco de dados,TA09-US01: Implementar entidades de categoria de tags,"java, spring-jpa",Back-end,Java,Springboot,JPA,MySQL,,2,,Security,confidentiality,"The system must use parameterized queries, implemented with prepared statements to prohibit SQL injection. The prepared statement execution consists of two stages: prepare and execute. At the prepare stage a statement template is sent to the database server. The server performs a syntax check and initializes server internal resources for later use. During execute stage the client binds parameter values and sends them to the server. The server creates a statement from the statement template and the bound values and executes it.",Wendley Paulo
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US02,TA01,"US02: como usuário, quero poder editar as informações de um projeto, para fazer as alterações necessárias.",Cadastro,Recuperação_de_dados,Fazer chamada para tela de listagem,TA01-US02: Listar categorias ja cadastradas no front end,"angularJS, json, html, javascript, bootstrap",Front-end,JavaScript,Angular,,,Bootstrap,1,,Security,access_control,The system must provide the capability for users see just the information they have permission to access.,Antonio Pedro
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US02,TA02,"US02: como usuário, quero poder editar as informações de um projeto, para fazer as alterações necessárias.",Cadastro,Recuperação_de_dados,Fazer chamada para tela de listagem,TA02-US02: Listar domínios já cadastrados no front end,"angularJS, json, html, javascript, bootstrap",Front-end,JavaScript,Angular,,,"HTML/CSS,Bootstrap",1.5,,Reliability,availability,The system must notify users and customers when the function they are accessing is unavailable.,Cesar Ferreira
P10,Team Formation,Web,Model-view-controller,Management and Business,S01,US02,TA03,"US02: como usuário, quero poder editar as informações de um projeto, para fazer as alterações necessárias.",Cadastro,Recuperação_de_dados,Fazer chamada para tela de listagem,TA03-US02: Listar tags ja cadastradas no front end,"angularJS, json, html, javascript, javascript, bootstrap",Front-end,JavaScript,Angular,,,Bootstrap,1,,,,,Wendley Paulo
